nCount, LINE_SEG_NBR,MILEPOST,TRACK_SDTK_NBR,TSC_CD,CLASS,TEST_FSPD,TEST_PSPD,DFCT_TYPE,TIMEGAP, DEF_PRTY1, DEF_PRTY2, DEF_LGTH1, DEF_LGTH2, DEF_AMPLTD1, DEF_AMPLTD2, NosOfInsp,TOT_DFLT_MGT
2813,2,112.52,1,T,4,50,55,XLEVEL,61,YEL,RED,27,37,1.18,1.48,1,5.43021
2814,2,116.423,1,T,4,60,60,XLEVEL,123,RED,RED,7,7,1.35,1.33,1,12.1761
2815,2,117.606,1,T,4,60,60,XLEVEL,108,YEL,RED,11,34,1.23,1.75,1,10.5566
2816,2,117.606,1,T,4,60,60,XLEVEL,56,RED,RED,34,24,1.75,1.55,1,5.50723
2817,2,117.606,1,T,4,60,60,XLEVEL,22,RED,RED,24,33,1.55,1.66,1,1.706
2818,2,117.852,1,T,4,60,60,XLEVEL,60,YEL,RED,5,24,1.21,1.39,1,4.46251
2819,2,119.101,1,T,4,60,60,XLEVEL,113,YEL,RED,2,11,1.12,1.26,1,11.3285
2820,2,119.121,1,T,4,60,60,XLEVEL,56,YEL,YEL,50,28,1.23,1.25,1,5.50723
2821,2,120.502,1,T,4,50,55,XLEVEL,83,RED,RED,4,9,-1.32,-1.65,1,8.28249
2822,2,121.806,1,T,4,55,60,XLEVEL,83,RED,RED,7,5,1.52,1.39,1,8.69174
2823,2,122,1,T,4,55,60,XLEVEL,123,YEL,YEL,9,3,1.19,1.13,1,12.1945
2824,2,122,1,T,4,55,60,XLEVEL,84,YEL,YEL,3,38,1.13,1.25,1,9.00882
2825,2,123.462,1,T,4,55,60,XLEVEL,83,YEL,RED,29,18,1.25,1.33,1,8.69174
2826,2,124.102,1,T,4,55,60,XLEVEL,35,RED,RED,95,14,2.08,1.27,1,3.61867
2827,2,124.102,1,T,4,55,60,XLEVEL,8,RED,RED,14,80,1.27,1.7,1,1.41361
2828,2,124.102,1,T,4,55,60,XLEVEL,104,RED,RED,80,5,1.7,1.37,1,10.4136
2829,2,124.102,1,T,4,55,60,XLEVEL,108,YEL,RED,14,50,1.21,1.47,1,10.4597
2830,2,124.553,1,T,4,55,60,XLEVEL,84,YEL,YEL,25,8,1.24,1.2,1,0
2831,2,124.553,1,T,4,55,60,XLEVEL,13,YEL,YEL,6,9,1.16,1.21,1,0
2832,2,124.553,1,T,4,55,60,XLEVEL,113,YEL,RED,5,9,1.21,1.27,1,0
2833,2,124.573,1,T,4,55,60,XLEVEL,48,RED,RED,29,84,1.3,1.72,1,0
2834,2,124.573,1,T,4,55,60,XLEVEL,13,RED,RED,84,89,1.72,1.91,1,0
2835,2,277.176,1,T,4,50,55,XLEVEL,32,YEL,RED,15,33,-1.22,-1.3,1,3.71945
2836,2,277.176,1,T,4,50,55,XLEVEL,164,YEL,RED,14,42,-1.22,-1.3,1,19.0786
2837,2,277.176,1,T,4,50,55,XLEVEL,13,YEL,RED,13,36,-1.19,-1.38,1,2.75039
2838,2,277.176,1,T,4,50,55,XLEVEL,71,RED,RED,31,77,-1.33,-1.46,1,7.77413
2839,2,277.176,1,T,4,50,55,XLEVEL,113,RED,RED,77,35,-1.46,-1.36,1,12.2455
2840,2,277.176,1,T,4,50,55,XLEVEL,56,RED,RED,37,83,-1.33,-1.43,1,5.7589
2841,2,277.176,1,T,4,50,55,XLEVEL,48,RED,RED,83,40,-1.43,-1.38,1,4.04897
2842,2,277.176,1,T,4,50,55,XLEVEL,82,RED,RED,40,76,-1.38,-1.58,1,7.59981
2843,2,277.176,1,T,4,50,55,XLEVEL,30,RED,RED,76,31,-1.58,-1.34,1,3.01007
2844,2,2.57669,2,T,4,50,55,XLEVEL,87,YEL,RED,12,43,1.25,1.32,1,7.75452
2845,2,4.56875,2,T,4,50,55,XLEVEL,65,YEL,YEL,41,4,-1.23,-1.13,1,6.80211
2846,2,8.92708,2,T,4,55,60,XLEVEL,95,YEL,RED,15,59,-1.19,-1.46,1,9.69204
2847,2,11.2165,2,T,5,70,79,XLEVEL,177,YEL,YEL,12,16,-0.88,-0.99,1,11.0662
2848,2,13.9145,2,T,5,70,79,XLEVEL,14,YEL,YEL,18,3,-0.94,0.92,1,0.824226
2849,2,13.9145,2,T,5,70,79,XLEVEL,177,YEL,YEL,3,2,0.92,-0.91,1,11.0662
2850,2,13.9145,2,T,5,70,79,XLEVEL,64,YEL,RED,2,8,-0.91,1.13,1,3.89674
2851,2,106.185,2,T,5,70,79,XLEVEL,133,YEL,RED,7,39,-0.93,-1.12,1,11.3928
2852,2,108.568,2,T,5,70,79,XLEVEL,224,RED,RED,3,12,1.03,1.2,1,18.0285
2853,2,108.587,2,T,5,70,79,XLEVEL,41,YEL,RED,4,6,0.94,1.23,1,3.4001
2854,2,108.835,2,T,5,70,79,XLEVEL,144,YEL,RED,4,18,-0.89,-1.08,1,10.9028
2855,2,108.891,2,T,5,70,79,XLEVEL,224,YEL,RED,2,5,0.99,1.24,1,18.0285
2856,2,108.891,2,T,5,70,79,XLEVEL,28,RED,RED,5,9,1.24,1.27,1,2.11197
2857,2,109.712,2,T,5,70,79,XLEVEL,28,RED,RED,16,15,1.43,1.32,1,2.11197
2858,2,109.712,2,T,5,70,79,XLEVEL,144,RED,RED,15,6,1.32,1.04,1,10.9028
2859,2,109.712,2,T,5,70,79,XLEVEL,73,RED,RED,6,10,1.04,1.29,1,5.69949
2860,2,109.712,2,T,5,70,79,XLEVEL,41,YEL,YEL,4,6,0.96,0.91,1,3.4001
2861,2,110.464,2,T,5,70,79,XLEVEL,41,RED,RED,26,15,1.24,1.16,1,3.4001
2862,2,110.593,2,T,5,70,79,XLEVEL,213,YEL,YEL,5,11,0.88,0.99,1,17.2535
2863,2,111.895,2,T,4,50,55,XLEVEL,28,YEL,RED,4,20,1.12,1.3,1,2.11197
2864,2,113.748,2,T,4,60,60,XLEVEL,41,RED,RED,5,7,1.32,1.39,1,3.4001
2865,2,118.327,2,T,4,60,60,XLEVEL,30,YEL,YEL,43,32,-1.23,-1.17,1,2.25641
2866,2,118.327,2,T,4,60,60,XLEVEL,144,YEL,YEL,32,16,-1.17,-1.25,1,10.9028
2867,2,118.374,2,T,4,60,60,XLEVEL,83,YEL,RED,5,29,-1.13,-1.29,1,7.21666
2868,2,118.374,2,T,4,60,60,XLEVEL,57,YEL,YEL,6,78,-1.13,-1.22,1,3.44533
2869,2,118.374,2,T,4,60,60,XLEVEL,32,YEL,YEL,78,9,-1.22,-1.16,1,2.21994
2870,2,118.374,2,T,4,60,60,XLEVEL,211,YEL,RED,9,34,-1.16,-1.31,1,17.1091
2871,2,118.374,2,T,4,60,60,XLEVEL,30,RED,RED,34,47,-1.31,-1.28,1,2.25641
2872,2,118.397,2,T,4,60,60,XLEVEL,83,YEL,YEL,52,25,-1.17,-1.14,1,7.21666
2873,2,118.397,2,T,4,60,60,XLEVEL,211,YEL,YEL,15,24,-1.14,-1.25,1,17.1091
2874,2,118.397,2,T,4,60,60,XLEVEL,30,YEL,RED,24,26,-1.25,-1.27,1,2.25641
2875,2,118.416,2,T,4,60,60,XLEVEL,211,YEL,RED,26,52,-1.15,-1.31,1,17.1091
2876,2,118.416,2,T,4,60,60,XLEVEL,30,RED,RED,52,40,-1.31,-1.26,1,2.25641
2877,2,120.511,2,T,4,50,55,XLEVEL,41,RED,RED,92,19,-1.74,-1.43,1,3.4001
2878,2,120.837,2,T,4,50,55,XLEVEL,144,YEL,RED,7,18,-1.18,-1.31,1,10.3892
2879,2,276.159,2,T,2,11,11,XLEVEL,113,RED,RED,10,11,2.33,-2.08,1,2.02036
2880,2,276.799,2,T,2,11,11,XLEVEL,77,YEL,YEL,3,2,-1.77,-1.76,1,1.43998
2881,3,234.364,1,T,5,70,90,XLEVEL,182,RED,RED,28,44,1.08,1.38,1,31.6596
2882,3,234.364,1,T,5,70,90,XLEVEL,71,RED,RED,67,29,1.24,1.28,1,11.0565
2883,3,234.469,1,T,5,70,90,XLEVEL,98,RED,RED,20,5,1.14,1.3,1,14.9053
2884,3,234.57,1,T,5,70,90,XLEVEL,98,RED,RED,11,13,1.37,1.38,1,14.9053
2885,3,235.474,1,T,5,70,90,XLEVEL,98,RED,RED,8,4,1.1,1.02,1,14.9053
2886,3,235.829,1,T,5,70,90,XLEVEL,59,YEL,YEL,23,29,-0.88,-0.9,1,8.83959
2887,3,235.829,1,T,5,70,90,XLEVEL,26,YEL,YEL,29,31,-0.9,-0.91,1,3.99332
2888,3,235.85,1,T,5,70,90,XLEVEL,59,RED,RED,37,34,-1.09,-1.08,1,8.83959
2889,3,235.85,1,T,5,70,90,XLEVEL,26,RED,RED,34,40,-1.08,-1.11,1,3.99332
2890,3,235.85,1,T,5,70,90,XLEVEL,16,RED,RED,40,33,-1.11,-1.08,1,2.80791
2891,3,235.872,1,T,5,70,90,XLEVEL,105,YEL,YEL,9,2,-0.99,-0.89,1,16.5236
2892,3,235.872,1,T,5,70,90,XLEVEL,59,RED,RED,38,39,-1.02,-1.01,1,8.83959
2893,3,235.872,1,T,5,70,90,XLEVEL,26,RED,RED,39,38,-1.01,-1.02,1,3.99332
2894,3,236.249,1,T,5,70,90,XLEVEL,98,RED,RED,14,11,-1.29,-1.22,1,14.9053
2895,3,236.249,1,T,5,70,90,XLEVEL,43,RED,RED,11,10,-1.22,-1.21,1,6.32295
2896,3,236.249,1,T,5,70,90,XLEVEL,150,RED,RED,10,15,-1.21,-1.48,1,22.1111
2897,3,236.249,1,T,5,70,90,XLEVEL,105,RED,RED,15,15,-1.48,-1.1,1,16.5236
2898,3,236.249,1,T,5,70,90,XLEVEL,199,RED,RED,15,7,-1.1,-1.05,1,28.9344
2899,3,236.249,1,T,5,70,90,XLEVEL,74,RED,RED,7,6,-1.05,-1.04,1,10.7779
2900,3,236.249,1,T,5,70,90,XLEVEL,125,RED,RED,4,9,-1.01,-1.37,1,17.9602
2901,3,236.249,1,T,5,70,90,XLEVEL,200,RED,RED,9,9,-1.37,-1.06,1,28.9398
2902,3,236.249,1,T,5,70,90,XLEVEL,59,RED,RED,9,9,-1.06,-1.09,1,8.83959
2903,3,236.249,1,T,5,70,90,XLEVEL,26,RED,RED,9,8,-1.09,-1.1,1,3.99332
2904,3,236.249,1,T,5,70,90,XLEVEL,16,RED,RED,8,8,-1.1,-1.1,1,2.80791
2905,3,236.558,1,T,5,70,90,XLEVEL,109,YEL,YEL,8,25,0.88,0.95,1,24.9118
2906,3,243.157,1,T,5,70,90,XLEVEL,43,YEL,YEL,4,4,0.91,0.89,1,6.3203
2907,3,246.041,1,T,5,70,90,XLEVEL,103,YEL,YEL,10,12,-0.94,-0.99,1,15.1845
2908,3,246.062,1,T,5,70,90,XLEVEL,105,RED,RED,9,12,-1.04,-1.09,1,16.5181
2909,3,246.139,1,T,5,70,90,XLEVEL,103,RED,RED,24,23,-1.44,-1.34,1,15.1845
2910,3,246.139,1,T,5,70,90,XLEVEL,31,RED,RED,23,24,-1.34,-1.34,1,4.73505
2911,3,246.139,1,T,5,70,90,XLEVEL,98,RED,RED,24,24,-1.34,-1.53,1,14.9026
2912,3,246.139,1,T,5,70,90,XLEVEL,43,RED,RED,24,34,-1.53,-1.77,1,6.3203
2913,3,246.139,1,T,5,70,90,XLEVEL,150,RED,RED,34,25,-1.77,-1.65,1,22.1039
2914,3,246.139,1,T,5,70,90,XLEVEL,105,RED,RED,25,24,-1.65,-1.47,1,16.5181
2915,3,246.139,1,T,5,70,90,XLEVEL,74,YEL,RED,10,9,-0.99,-1.03,1,10.7766
2916,3,246.139,1,T,5,70,90,XLEVEL,125,YEL,YEL,6,8,-0.91,-0.97,1,17.9533
2917,3,246.139,1,T,5,70,90,XLEVEL,200,YEL,RED,8,16,-0.97,-1.09,1,33.9912
2918,3,246.139,1,T,5,70,90,XLEVEL,59,RED,RED,16,12,-1.09,-1.02,1,10.6052
2919,3,246.16,1,T,5,70,90,XLEVEL,103,YEL,RED,10,28,-0.92,-1.17,1,15.1845
2920,3,246.16,1,T,5,70,90,XLEVEL,31,RED,RED,28,23,-1.17,-1.01,1,4.73505
2921,3,246.16,1,T,5,70,90,XLEVEL,98,RED,RED,23,28,-1.01,-1.09,1,14.9026
2922,3,246.16,1,T,5,70,90,XLEVEL,43,RED,RED,28,28,-1.09,-1.1,1,6.3203
2923,3,246.258,1,T,5,70,90,XLEVEL,31,YEL,YEL,7,8,-0.91,-0.89,1,4.73505
2924,3,246.613,1,T,5,70,90,XLEVEL,122,YEL,YEL,21,13,0.93,0.95,1,25.0066
2925,3,246.613,1,T,5,70,90,XLEVEL,57,YEL,YEL,13,17,0.95,1,1,11.9167
2926,3,246.643,1,T,5,70,90,XLEVEL,62,YEL,YEL,5,9,0.9,0.94,1,9.16901
2927,3,246.643,1,T,5,70,90,XLEVEL,43,YEL,YEL,39,30,0.98,0.93,1,6.3203
2928,3,246.694,1,T,5,70,90,XLEVEL,43,YEL,YEL,12,32,0.89,0.92,1,6.0352
2929,3,249.187,1,T,5,70,90,XLEVEL,74,YEL,YEL,26,46,0.91,0.93,1,10.7766
2930,3,249.187,1,T,5,70,90,XLEVEL,43,YEL,YEL,46,55,0.93,0.97,1,6.0352
2931,3,249.187,1,T,5,70,90,XLEVEL,105,YEL,YEL,55,69,0.97,0.97,1,15.0347
2932,3,249.187,1,T,5,70,90,XLEVEL,20,YEL,RED,69,42,0.97,1.01,1,2.9732
2933,3,249.841,1,T,5,70,90,XLEVEL,43,YEL,YEL,3,4,0.87,0.89,1,6.3203
2934,3,250.216,1,T,5,70,90,XLEVEL,43,YEL,YEL,7,7,0.89,0.9,1,6.0352
2935,3,250.216,1,T,5,70,90,XLEVEL,105,YEL,YEL,7,13,0.9,0.97,1,15.0347
2936,3,250.216,1,T,5,70,90,XLEVEL,20,YEL,YEL,13,2,0.97,0.87,1,2.9732
2937,3,256.087,1,T,5,70,90,XLEVEL,105,YEL,YEL,10,12,-0.93,-0.94,1,16.5182
2938,3,256.087,1,T,5,70,90,XLEVEL,70,YEL,YEL,12,5,-0.94,-0.97,1,10.66
2939,3,256.456,1,T,5,70,90,XLEVEL,90,YEL,YEL,10,15,0.89,0.89,1,19.3156
2940,3,260.226,1,T,5,70,90,XLEVEL,57,YEL,YEL,11,7,-0.89,-0.89,1,11.9167
2941,3,263.113,1,T,5,70,90,XLEVEL,129,RED,RED,17,27,1.08,1.05,1,19.6917
2942,3,263.113,1,T,5,70,90,XLEVEL,43,RED,RED,27,37,1.05,1.15,1,6.3145
2943,3,263.584,1,T,5,70,90,XLEVEL,43,YEL,YEL,13,5,0.96,0.89,1,6.3145
2944,3,264.792,1,T,5,70,90,XLEVEL,43,RED,RED,12,37,-1.02,-1.63,1,6.3145
2945,3,264.792,1,T,5,70,90,XLEVEL,150,RED,RED,37,45,-1.63,-1.44,1,22.0954
2946,3,264.792,1,T,5,70,90,XLEVEL,70,YEL,RED,12,46,-0.98,-1.45,1,10.6501
2947,3,264.811,1,T,5,70,90,XLEVEL,103,RED,RED,11,44,-1.22,-1.28,1,15.2026
2948,3,264.936,1,T,5,70,90,XLEVEL,43,YEL,RED,17,39,0.99,1,1,6.3145
2949,3,264.99,1,T,5,70,90,XLEVEL,100,YEL,RED,13,22,0.94,1.1,1,15.2267
2950,3,264.99,1,T,5,70,90,XLEVEL,10,YEL,YEL,15,10,0.98,0.91,1,5.7498
2951,3,264.99,1,T,5,70,90,XLEVEL,90,RED,RED,31,20,1.21,1.07,1,19.3505
2952,3,268.072,1,T,5,70,90,XLEVEL,64,YEL,YEL,18,37,-0.92,-0.99,1,9.48667
2953,3,268.836,1,T,5,70,90,XLEVEL,105,YEL,YEL,9,12,0.92,0.96,1,16.5257
2954,3,268.836,1,T,5,70,90,XLEVEL,70,YEL,RED,12,16,0.96,1.04,1,10.6496
2955,3,268.836,1,T,5,70,90,XLEVEL,129,RED,RED,16,48,1.04,1.2,1,18.2436
2956,3,269.704,1,T,5,70,85,XLEVEL,129,YEL,YEL,4,5,-0.9,-0.9,1,18.2436
2957,3,269.704,1,T,5,70,85,XLEVEL,74,YEL,RED,5,16,-0.9,-1.05,1,10.7769
2958,3,270.718,1,T,5,70,90,XLEVEL,59,YEL,YEL,8,19,0.9,0.98,1,11.3725
2959,3,270.718,1,T,5,70,90,XLEVEL,26,YEL,RED,19,23,0.98,1.04,1,4.95775
2960,3,270.718,1,T,5,70,90,XLEVEL,16,RED,RED,23,24,1.04,1.07,1,3.30427
2961,3,271.236,1,T,5,70,90,XLEVEL,70,YEL,YEL,3,9,-0.9,-0.98,1,10.6496
2962,3,271.633,1,T,5,70,90,XLEVEL,103,RED,RED,31,47,-1.24,-1.42,1,15.2026
2963,3,271.633,1,T,5,70,90,XLEVEL,26,YEL,YEL,4,4,-0.9,-0.9,1,4.95775
2964,3,271.633,1,T,5,70,90,XLEVEL,16,YEL,YEL,4,7,-0.9,-0.94,1,3.30427
2965,3,272.736,1,T,5,70,90,XLEVEL,59,RED,RED,14,17,-1.18,-1.55,1,11.3725
2966,3,272.873,1,T,5,70,90,XLEVEL,59,YEL,YEL,11,7,-0.96,-0.89,1,11.3725
2967,3,272.873,1,T,5,70,90,XLEVEL,26,YEL,YEL,7,8,-0.89,-0.91,1,4.95775
2968,3,273,1,T,5,70,90,XLEVEL,59,YEL,YEL,8,29,-0.9,-0.91,1,11.3725
2969,3,273,1,T,5,70,90,XLEVEL,26,YEL,YEL,29,30,-0.91,-0.92,1,4.95775
2970,3,273,1,T,5,70,90,XLEVEL,16,YEL,YEL,30,29,-0.92,-0.91,1,3.30427
2971,3,273.618,1,T,5,50,90,XLEVEL,88,YEL,YEL,3,4,-0.9,-0.98,1,12.6359
2972,3,274.63,1,T,5,70,90,XLEVEL,43,YEL,YEL,12,5,0.92,0.88,1,6.3145
2973,3,276.662,1,T,5,70,90,XLEVEL,105,YEL,RED,13,15,-0.99,-1.2,1,16.5257
2974,3,276.662,1,T,5,70,90,XLEVEL,70,RED,RED,15,17,-1.2,-1.37,1,10.6496
2975,3,276.662,1,T,5,70,90,XLEVEL,129,RED,RED,17,9,-1.37,-1.25,1,18.2436
2976,3,276.662,1,T,5,70,90,XLEVEL,74,RED,RED,9,17,-1.25,-1.29,1,10.7769
2977,3,276.662,1,T,5,70,90,XLEVEL,43,RED,RED,17,36,-1.29,-1.21,1,6.0287
2978,3,276.662,1,T,5,70,90,XLEVEL,17,RED,RED,36,43,-1.21,-1.44,1,2.41063
2979,3,276.738,1,T,5,70,90,XLEVEL,74,YEL,RED,11,38,-0.89,-1.25,1,10.7769
2980,3,276.803,1,T,5,70,90,XLEVEL,232,RED,RED,11,10,-1.13,-1.32,1,34.8516
2981,3,278.629,1,T,5,70,85,XLEVEL,64,YEL,RED,2,12,-0.88,-1.04,1,9.48574
2982,3,279.302,1,T,5,70,85,XLEVEL,64,YEL,YEL,28,17,0.96,0.96,1,9.48574
2983,3,279.549,1,T,5,70,85,XLEVEL,64,RED,RED,11,13,1.07,1.08,1,9.48574
2984,3,279.549,1,T,5,70,85,XLEVEL,153,YEL,YEL,7,3,0.92,0.89,1,22.5472
2985,3,279.804,1,T,5,70,85,XLEVEL,64,RED,RED,16,15,1.04,1.02,1,9.48574
2986,3,279.887,1,T,5,70,85,XLEVEL,64,YEL,YEL,4,2,0.89,0.87,1,9.48574
2987,3,279.936,1,T,5,70,85,XLEVEL,64,YEL,YEL,2,6,-0.87,-0.92,1,9.48574
2988,3,279.992,1,T,5,70,85,XLEVEL,40,RED,RED,24,46,1.05,1.12,1,5.86412
2989,3,280.015,1,T,5,70,85,XLEVEL,40,RED,RED,29,21,1.07,1.11,1,5.86412
2990,3,280.583,1,T,5,70,85,XLEVEL,43,YEL,RED,9,18,0.93,1.1,1,6.02532
2991,3,281.252,1,T,5,70,85,XLEVEL,26,YEL,YEL,6,7,0.92,0.95,1,4.77227
2992,3,281.252,1,T,5,70,85,XLEVEL,16,YEL,YEL,7,7,0.95,0.94,1,3.13401
2993,3,281.252,1,T,5,70,85,XLEVEL,74,YEL,RED,7,14,0.94,1.02,1,15.034
2994,3,282.201,1,T,5,70,85,XLEVEL,64,RED,RED,15,20,1.03,1.08,1,9.48574
2995,3,282.462,1,T,5,70,85,XLEVEL,105,YEL,RED,8,20,0.98,1.41,1,16.5251
2996,3,283.008,1,T,5,70,85,XLEVEL,232,RED,RED,15,134,1.05,1.65,1,34.8516
2997,3,283.008,1,T,5,70,85,XLEVEL,40,RED,RED,134,107,1.65,1.62,1,5.86412
2998,3,283.029,1,T,5,70,85,XLEVEL,64,RED,RED,75,129,1.28,1.37,1,9.48574
2999,3,285.924,1,T,5,70,85,XLEVEL,17,YEL,YEL,3,6,-0.91,-1,1,2.41063
3000,3,286.012,1,T,5,70,85,XLEVEL,64,RED,RED,25,30,1.15,1.2,1,9.48574
3001,3,289.484,1,T,5,70,90,XLEVEL,53,YEL,YEL,5,2,-0.92,-0.88,1,10.2916
3002,3,289.941,1,T,5,70,90,XLEVEL,43,YEL,YEL,4,5,0.88,0.88,1,6.02532
3003,3,289.97,1,T,5,70,90,XLEVEL,105,YEL,YEL,3,2,-0.93,-0.87,1,16.5251
3004,3,289.97,1,T,5,70,90,XLEVEL,70,YEL,RED,2,6,-0.87,-1.11,1,10.6492
3005,3,289.97,1,T,5,70,90,XLEVEL,16,RED,RED,5,7,-1.02,-1.07,1,3.13401
3006,3,290.913,1,T,5,70,90,XLEVEL,208,YEL,RED,2,6,0.99,1.01,1,31.3086
3007,3,291.496,1,T,5,70,90,XLEVEL,16,YEL,YEL,3,4,-0.88,-0.87,1,2.57377
3008,3,291.496,1,T,5,70,90,XLEVEL,74,YEL,YEL,4,7,-0.87,-0.9,1,13.6829
3009,3,291.958,1,T,5,70,90,XLEVEL,105,YEL,RED,2,23,-0.87,-1.16,1,16.5218
3010,3,291.958,1,T,5,70,90,XLEVEL,59,YEL,YEL,9,6,-0.99,-0.93,1,9.99133
3011,3,291.958,1,T,5,70,90,XLEVEL,26,YEL,YEL,6,8,-0.93,-0.95,1,4.11238
3012,3,291.958,1,T,5,70,90,XLEVEL,16,YEL,YEL,8,8,-0.95,-0.95,1,2.57377
3013,3,291.958,1,T,5,70,90,XLEVEL,74,YEL,YEL,8,5,-0.95,-0.91,1,13.6829
3014,3,292.003,1,T,5,70,90,XLEVEL,70,RED,RED,11,13,1,1,1,10.6151
3015,3,292.003,1,T,5,70,90,XLEVEL,129,RED,RED,13,15,1,1.1,1,18.2289
3016,3,292.003,1,T,5,70,90,XLEVEL,74,RED,RED,15,16,1.1,1.14,1,10.7743
3017,3,292.003,1,T,5,70,90,XLEVEL,43,RED,RED,16,17,1.14,1.17,1,6.02635
3018,3,293.306,1,T,5,70,90,XLEVEL,40,YEL,RED,4,6,-0.93,-1.02,1,5.86943
3019,3,294.228,1,T,5,70,85,XLEVEL,129,RED,RED,31,67,1.05,1.74,1,19.765
3020,3,295.483,1,T,5,70,85,XLEVEL,43,YEL,YEL,2,6,0.89,0.94,1,6.02635
3021,3,296.399,1,T,5,70,85,XLEVEL,43,YEL,RED,4,11,-0.93,-1.14,1,6.02635
3022,3,296.399,1,T,5,70,85,XLEVEL,17,RED,RED,11,15,-1.14,-1.29,1,2.40485
3023,3,296.483,1,T,5,70,85,XLEVEL,59,YEL,RED,12,26,-0.97,-1.04,1,10.8431
3024,3,296.89,1,T,5,70,85,XLEVEL,53,YEL,YEL,3,3,0.92,0.89,1,10.0789
3025,3,297.046,1,T,5,70,85,XLEVEL,129,RED,RED,18,31,1.11,1.14,1,19.765
3026,3,298.277,1,T,5,70,85,XLEVEL,64,RED,RED,15,14,-1.17,-1.04,1,9.47276
3027,3,299.117,1,T,5,70,85,XLEVEL,40,YEL,YEL,19,15,0.97,0.95,1,5.86943
3028,3,299.314,1,T,5,70,85,XLEVEL,129,RED,RED,15,7,1.42,1.14,1,19.765
3029,3,302.698,1,T,5,70,85,XLEVEL,8,RED,RED,92,94,1.27,1.33,1,2.13343
3030,3,303.297,1,T,5,70,90,XLEVEL,64,RED,RED,75,70,1.42,1.34,1,9.47276
3031,3,303.297,1,T,5,70,90,XLEVEL,168,RED,RED,70,33,1.34,1.12,1,25.4393
3032,3,303.297,1,T,5,70,90,XLEVEL,43,RED,RED,33,53,1.12,1.46,1,6.3211
3033,3,303.799,1,T,5,70,90,XLEVEL,53,YEL,RED,18,30,0.95,1.05,1,9.95879
3034,3,304.383,1,T,5,70,90,XLEVEL,129,YEL,YEL,2,11,0.87,0.98,1,18.2284
3035,3,304.383,1,T,5,70,90,XLEVEL,74,YEL,YEL,11,10,0.98,0.92,1,10.774
3036,3,305.902,1,T,5,70,90,XLEVEL,64,YEL,YEL,20,16,0.91,0.89,1,9.47276
3037,3,305.926,1,T,5,70,90,XLEVEL,89,YEL,RED,11,30,0.88,1.04,1,19.0912
3038,3,307.125,1,T,5,70,90,XLEVEL,133,YEL,RED,3,16,0.88,1.02,1,29.455
3039,3,307.527,1,T,5,70,90,XLEVEL,59,RED,RED,28,47,-1.02,-1.14,1,10.7395
3040,3,307.582,1,T,5,70,90,XLEVEL,59,YEL,YEL,32,22,-0.91,-0.92,1,10.7395
3041,3,312.575,1,T,5,70,85,XLEVEL,71,YEL,RED,9,21,0.94,1.16,1,14.1677
3042,3,312.575,1,T,5,70,85,XLEVEL,133,RED,RED,21,28,1.16,1.32,1,29.455
3043,3,313.152,1,T,5,70,85,XLEVEL,175,YEL,RED,3,18,-0.9,-1.58,1,27.1365
3044,3,313.152,1,T,5,70,85,XLEVEL,129,RED,RED,18,8,-1.58,-1.19,1,18.2284
3045,3,313.152,1,T,5,70,85,XLEVEL,43,YEL,RED,2,16,-0.89,-1.14,1,6.02639
3046,3,313.152,1,T,5,70,85,XLEVEL,17,RED,RED,16,19,-1.14,-1.13,1,2.40473
3047,3,313.247,1,T,5,70,85,XLEVEL,43,YEL,YEL,4,4,-0.94,-0.89,1,6.31737
3048,3,313.247,1,T,5,70,85,XLEVEL,150,YEL,RED,4,13,-0.89,-1.16,1,22.1213
3049,3,313.247,1,T,5,70,85,XLEVEL,105,RED,RED,13,9,-1.16,-1.03,1,16.5238
3050,3,313.247,1,T,5,70,85,XLEVEL,129,YEL,YEL,8,7,-0.98,-0.96,1,18.2175
3051,3,313.247,1,T,5,70,85,XLEVEL,74,YEL,YEL,7,8,-0.96,-0.95,1,10.7685
3052,3,315.37,1,T,5,70,85,XLEVEL,133,YEL,RED,4,6,0.96,1.17,1,30.1218
3053,3,315.37,1,T,5,70,85,XLEVEL,89,RED,RED,6,5,1.17,1.02,1,19.5046
3054,3,323.566,1,T,5,70,90,XLEVEL,74,YEL,YEL,4,10,0.88,1,1,10.7685
3055,3,325.106,1,T,5,70,90,XLEVEL,74,YEL,YEL,5,7,0.93,0.94,1,10.7685
3056,3,325.227,1,T,5,70,90,XLEVEL,26,YEL,RED,7,19,0.9,1.02,1,4.93793
3057,3,329.253,1,T,5,70,90,XLEVEL,98,YEL,YEL,4,5,-0.94,-0.99,1,14.9829
3058,3,329.253,1,T,5,70,90,XLEVEL,43,YEL,RED,5,5,-0.99,-1,1,6.31737
3059,3,329.253,1,T,5,70,90,XLEVEL,105,YEL,RED,3,9,-0.94,-1.17,1,16.5238
3060,3,329.357,1,T,5,70,90,XLEVEL,31,YEL,YEL,30,32,0.96,0.98,1,4.74759
3061,3,329.357,1,T,5,70,90,XLEVEL,98,YEL,RED,32,48,0.98,1.06,1,14.9939
3062,3,340.727,1,T,5,70,90,XLEVEL,43,YEL,YEL,6,6,0.99,0.98,1,6.32543
3063,3,346.96,1,T,5,70,90,XLEVEL,43,YEL,YEL,4,4,0.89,0.9,1,6.04334
3064,3,347.317,1,T,5,70,90,XLEVEL,43,YEL,YEL,4,9,-0.88,-0.91,1,6.04334
